Transaction_ID,Date,SKU_ID,Product_Name,Category_L1,Category_L2,Category_L3,Unit_Price,Unit_Cost,Quantity_Sold,Total_Sale_Amount,Discount_Applied,Promotion_ID,Payment_Method,Store_ID,Store_Location,Region,Stock_On_Hand,Customer_ID
TXN005982,2020-12-15,SKU020,Minimalist Tops Better,Clothing,Tops,Formal,199.26,131.26,8,1594.08,0.0,,Cash,STR001,North Noahstad,South,99,
TXN005983,2022-10-01,SKU007,Luxurious Skincare Dog,Beauty,Skincare,Casual,111.88,88.6,7,783.16,0.0,,Cash,STR013,LAKE MARK,Northeast,65,
TXN005984,2023-02-25,SKU038,Trendy Pants True,Clothing,Pants,Seasonal,,15.46,3,64.56,0.0,,Cash,STR006,Port Keith,South,46,0240f59a-a638-4854-bb2b-8b80c08bd674
TXN005985,2021-01-17,SKU009,Trendy Sneakers Since,Footwear,Sneakers,Casual,18.71,10.63,7,130.97,0.0,,Gift Card,STR011, New Jessica ,Midwest,0,
TXN005986,2023-06-30,SKU046,Minimalist Sandals Fall,Footwear,Sandals,Casual,100.59,78.04,5,502.95,0.0,,Gift Card,STR008,Ramirezstad,South,57,72173fa3-5893-4f12-ab3f-8d221d5e6aee
TXN005987,2023-04-08,SKU004,Luxurious Skincare Site,Beauty,Skincare,Casual,121.96,90.6,9,1097.64,0.0,,Credit Card,STR004,New Kellystad,Midwest,45,
TXN005988,2024-06-29,SKU043,Elegant Dresses Save,Clothing,Dresses,Formal,197.21,114.3,2,394.42,12.05,PROMO004,Credit Card,STR013,Lake Mark,Northeast,27,9d1b83df-a46b-4fce-a78d-147c3d877034
TXN005989,2021-04-14,SKU045,Elegant Scarves Grow,Accessoriess,Scarves,Casual,120.04,79.55,8,960.32,0.0,,UPI,STR003,Herrerafurt,South,10,
TXN005990,2023-09-07,SKU012,Classic Pants Sit,Clothing,Pants,Seasonal,111.49,63.93,10,1114.9,0.0,,UPI,STR013,Lake Mark,Northeast,77,
TXN005991,2021-10-25,SKU032,Trendy Bracelets Kind,Jewelry,Bracelets,Formal,57.1,29.65,5,285.5,0.0,,UPI,STR002,Cassandraton,West,6,
TXN005992,2020-06-29,SKU039,Stylish Dresses According,Clothing,Dresses,Casual,111.89,60.65,1,111.89,0.0,,Cash,STR013,,Northeast,29,
TXN005993,2023-07-02,SKU010,Trendy Sandals Blue,Footwear,Sandals,Casual,82.22,52.29,8,657.76,5.32,PROMO003,UPI,STR002,Cassandraton,West,0,
TXN005994,2024-01-17,SKU035,Luxurious Scarves Perform,Accessories,Scarves,Seasonal,50.7,27.36,7,354.9,0.0,,Gift Card,STR011,New Jessica,Midwest,84,f57a431e-3e6b-44fd-9f02-7cbfeb29d912
TXN005995,2021-03-29,SKU035,Luxurious Scarves Perform,ACCESSORIES,Scarves,Seasonal,50.7,27.36,2,101.4,6.08,PROMO001,Cash,STR008,Ramirezstad,South,67,
TXN005996,2023-06-25,SKU022,Trendy Sneakers Early,Footwear,Sneakers,Formal,65.77,36.01,2,131.54,0.0,,UPI,STR010,Jacquelineland,Northeast,86,
TXN005997,2020-08-28,SKU031,Vintage Belts Offer,Accessories,Belts,Formal,199.08,138.35,7,1147.87,0.0,,Credit Card,STR004,New Kellystad,Midwest,12,5228ed8d-e2ba-4fce-aebb-af9c0a35653c
TXN005998,2022-07-11,SKU017,Vintage Sneakers Knowledge,Footwear,Sneakers,Seasonal,180.59,111.93,1,180.59,0.0,,Credit Card,STR001,North Noahstad,South,0,f1eab64a-cbd4-41cc-aa7a-8c2161a1a29c
TXN005999,2020-08-08,SKU001,Stylish Pants Purpose,Clothing,Pants,Formal,52.41,37.78,9,471.69,5.48,PROMO003,Credit Card,STR015,Adamsborough,South,99,8a4cfe1f-41af-4b2a-a2c8-c3f41d06149e
TXN006000,2023-03-10,SKU047,Bohemian Makeup Clearly,Beauty,Makeup,Casual,25.22,14.02,9,226.98,0.0,,UPI,STR006,,South,75,
TXN006001,2023-09-01,SKU043,Elegant Dresses Save,Clothing,Dresses,Formal,197.21,114.3,2,448.56,0.0,,Credit Card,STR006,port keith,South,31,
TXN006002,2023-02-16,SKU003,Elegant Belts Ago,Accessories,Belts,Seasonal,116.64,83.37,4,466.56,0.0,,UPI,STR015,,South,77,e94d4fbe-0653-4d47-8867-7b30b9567731
TXN006003,2021-08-03,SKU040,Stylish Scarves Song,ACCESSORIES,Scarves,Formal,176.15,92.06,1,176.15,0.0,,Cash,STR005,Lake Chad,West,54,
TXN006004,2022-03-31,SKU040,Stylish Scarves Song,Accessories,Scarves,Formal,176.15,92.06,9,1585.35,0.0,,Cash,STR009,West Michael,Northeast,25,5ffd4015-c53f-4db3-9275-bd4384517303
TXN006005,2022-08-21,SKU038,Trendy Pants True,Clothing,Pants,Seasonal,21.52,15.46,7,150.64,0.0,,UPI,STR013,,Northeast,31,
TXN006006,2022-07-04,SKU023,Modern Pants Mouth,Clothing,Pants,Seasonal,194.66,141.83,10,1946.6,0.0,,UPI,STR001,North Noahstad,South,3,
TXN006007,2020-05-03,SKU025,Classic Handbags Agreement,Unknown,Handbags,Formal,112.48,82.51,10,1124.8,12.48,PROMO003,Cash,STR008,Ramirezstad,South,42,
TXN006008,2024-08-26,SKU002,Vintage Makeup Brother,Beauty,Makeup,Seasonal,16.04,8.47,4,64.16,0.0,,Credit Card,STR009,West Michael,Northeast,89,
TXN006009,2022-12-27,SKU013,Bohemian Earrings Wait,Jewelry,Earrings,Formal,51.73,30.9,9,465.57,0.0,,UPI,STR010, Jacquelineland ,Northeast,94,
TXN006010,2021-06-08,SKU037,Vintage Handbags Table,Accessories,Handbags,Casual,77.32,48.2,8,618.56,0.0,,Cash,STR004,,Midwest,53,
TXN006011,2022-11-18,SKU047,Bohemian Makeup Clearly,Beauty,Makeup,Casual,25.22,14.02,20,504.4,0.0,,UPI,STR002,Cassandraton,West,49,
TXN006012,2023-12-14,SKU041,Bohemian Makeup Sure,Beauty,Makeup,Casual,168.85,133.51,1,168.85,9.29,PROMO002,Cash,STR011,New Jessica,Midwest,68,7210045a-823c-4ef9-8d85-65ce83a9c235
TXN006013,2024-02-21,SKU028,Luxurious Drzsses Sense,Clothing,Dresses,Seasonal,165.04,130.94,3,495.12,0.0,,Gift Card,STR003,Herrerafurt,South,11,
TXN006014,2024-01-07,SKU040,Stylish Scarves Song,Accessories,Scarves,Formal,176.15,92.06,8,1409.2,0.0,,Cash,STR011,New Jessica,Midwest,13,
TXN006015,07/10/2022,SKU033,Stylish Pants Discussion,Clothing,Pants,Seasonal,121.8,61.16,3,365.4,0.0,,Credit Card,STR014,East Lydiamouth,West,3,e5f5c891-4be3-48a8-8b39-dccf7c9f3bc3
TXN006016,2024-11-16,SKU043,Elegant Dresses Save,Clothing,Dresses,Formal,197.21,114.3,6,1183.26,0.0,,UPI,STR003,Herrerafurt,South,12,838e9a61-5200-444b-b148-7df8a6ca8d50
TXN006017,2021-06-09,SKU020,Minimalist Tops Better,Clothing,Tops,Formal,199.26,131.26,5,996.3,0.0,,Credit Card,STR014,East Lydiamouth,West,46,2ada62ce-1890-49c9-b2be-029f15149755
TXN006018,2022-03-11,SKU005,Vintage Dresses Face,Clothing,Dresses,Seasonal,74.65,40.81,1,74.65,0.0,,Cash,STR005,Lake Chad,West,91,89b8b7ee-c5f8-43cf-b4ce-8477f8bca9ac
TXN006019,2023-11-19,SKU038,Trendy Pants True,Clothing,Pants,Seasonal,21.52,15.46,5,107.6,11.43,PROMO002,UPI,STR001,North Noahstad,South,19,
TXN006020,2022-05-12,SKU023,Modern Pants Mouth,Clothing,Pants,Seasonal,194.66,141.83,10,1946.6,0.0,,UPI,STR004,,Midwest,28,
TXN006021,2024-12-17,SKU044,Bohemian Earrings Knowledge,Jewelry,Earrings,Formal,135.76,87.7,7,950.32,0.0,,Credit Card,STR001,North Noahstad,South,20,
TXN006022,08/12/2023,SKU020,Minimalist Tops Better,Clothing,Tops,Formal,199.26,131.26,16,3188.16,19.54,PROMO003,Credit Card,STR003,Herrerafurt,South,2,
TXN006023,2021-12-11,SKU036,Stylish Fragrances Fall,Beauty,Fragrances,Formal,159.08,118.08,3,477.24,0.0,,UPI,STR002,Cassandraton,West,57,
TXN006024,2022-06-11,SKU015,Stylish Fragrances Begin,Beauty,Fragrances,Formal,134.53,83.23,10,1345.3,0.0,,Credit Card,STR006,Port Keith,South,73,
TXN006025,2020-10-26,SKU030,Stylish Fragrances Science,Beauty,Fragrances,Formal,186.49,135.5,7,1305.43,0.0,,Credit Card,STR002,Cassandraton,West,83,c6097cd8-a127-4c6b-ab9b-153d35f5c654
TXN006026,2021-01-04,SKU027,Elegant Boots Decide,Footwear,Boots,Casual,55.77,37.38,8,446.16,8.34,PROMO003,Credit Card,STR001,North Noahstad,South,27,6c98fd9b-af76-46c2-9d6d-6b413692a531
TXN006027,2022-06-09,SKU007,Luxurious Skincare Dog,Beauty,Skincare,Casual,111.88,88.6,5,572.15,0.0,,UPI,STR004,New Kellystad,Midwest,1,89aa4293-34a0-4cd4-9a9a-f29ed5ee2587
TXN006028,2024-09-19,SKU036,Stylish Fragrances Fall,Beauty,Fragrances,Formal,159.08,118.08,3,477.24,0.0,,Gift Card,STR003,,South,0,
TXN006029,2023-11-01,SKU015,Stylish Fragrances Begin,Beauty,Fragrances,Formal,134.53,83.23,7,941.71,0.0,,Credit Card,STR001,North Noahstad,South,13,
TXN006030,2024-04-28,SKU046,Minimalist Sandals Fall,Footwear,Sandals,Casual,100.59,78.04,5,502.95,1.56,PROMO004,Credit Card,STR013,Lake Mark,Northeast,42,
TXN006031,2020-12-29,SKU048,Stylish Makeup Dinner,Beautys,Makeup,Seasonal,86.72,67.86,6,520.32,2.14,PROMO005,Credit Card,STR009,West Michael,Northeast,31,f9e9cf93-e0ee-4e8a-b3e6-f4c6d428df6c
TXN006032,2021-08-12,SKU037,Vintage Handbags Table,Accessories,Handbags,Casual,77.32,48.2,3,231.96,0.0,,UPI,STR003,Herrerafurt,South,33,
TXN006033,2022-12-02,SKU030,Stylish Fragrances Science,Beauty,Fragrances,Formal,186.49,135.5,7,1305.43,,PROMO001,Credit Card,STR013,Lake Mark,Northeast,13,
TXN006034,2023-02-04,SKU046,Minimalist Sandals Fall,Footwear,Sandals,Casual,100.59,78.04,8,804.72,10.24,PROMO001,UPI,STR013,Lake Mark,Northeast,43,
TXN006035,2021-06-22,SKU044,Bohemian Earrings Knowledge,Jewelry,Earrings,Formal,135.76,87.7,6,814.56,2.09,PROMO005,Cash,STR002,Cassandraton,West,25,a5850828-6f6b-4df3-8673-f2e0bdcac10f
TXN006036,2024-10-16,SKU042,Luxurious Handbags Collection,Accessories,Handbags,Formal,101.46,77.05,2,202.92,0.0,,Credit Card,STR002,Cassandraton,West,91,
TXN006037,2022-01-18,SKU031,Vintage Belts Offer,Accessories,Belts,Formal,199.08,138.35,7,1393.56,0.0,,UPI,STR015,Adamsborough,South,45,bf343ca7-1276-4d13-b093-8776d116d014
TXN006038,2022-07-13,SKU007,Luxurious Skincare Dog,Beauty,Skincare,Casual,111.88,88.6,3,335.64,6.11,PROMO003,UPI,STR002,,West,35,758fc8fa-0614-4c41-a75c-75dcafa08cbe
TXN006039,2022-06-29,SKU022,Trendy Sneakers Early,Footwear,Sneakers,Formal,65.77,36.01,10,657.7,0.0,,Cash,STR007,Port Jesseville,Midwest,7,
TXN006040,2021-01-13,SKU019,Classic Dresses All,Clothing,Dresses,Seasonal,160.5,100.58,8,1284.0,19.83,PROMO003,Credit Card,STR003,Herrerafurt,South,94,
TXN006041,2024-06-25,SKU045,Elegant Scarves Grow,Accessories,Scarves,Casual,120.04,79.55,10,1200.4,,,Credit Card,STR006,Port Keith,South,9,cb51a911-2d90-44ee-8de4-833e12c0620c
TXN006042,2021-10-10,SKU009,Trendy Sneakers Since,Footwear,Sneakers,Casual,18.71,10.63,1,18.71,0.0,,Gift Card,STR010,,Northeast,75,9330ba83-1208-4e20-8ede-9b46407d0aff
TXN006043,2020-04-23,SKU027,Elegant Boots Decide,Footwear,Boots,Casual,55.77,37.38,12,669.24,0.96,PROMO001,UPI,STR013,Lake Mark,Northeast,0,
TXN006044,2024-09-05,SKU045,Elegant Scarves Grow,Accessories,Scarves,Casual,120.04,79.55,2,240.08,0.81,PROMO001,Cash,STR014,East Lydiamouth,West,34,
TXN006045,2020-04-08,SKU022,Trendy Sneakers Early,Footwear,Sneakers,Formal,65.77,36.01,10,657.7,7.75,PROMO004,Credit Card,STR003,Herrerafurt,South,45,4236c0bf-e936-4a85-ba46-fbe3d255a4de
TXN006046,2021-02-14,SKU036,Stylish Fragrances Fall,Beauty,Fragrances,Formal,159.08,118.08,4,636.32,0.0,,UPI,STR014,East Lydiamouth,West,99,
TXN006047,2022-12-20,SKU015,Stylish Fragrances Begin,Beauty,Fragrances,Formal,134.53,83.23,3,403.59,,,Cash,STR014,East Lydiamouth,West,28,a155eb2c-737c-48b5-a356-1add685a9f2b
TXN006048,2021-07-02,SKU034,Elegant Dresses List,Clothing,Dresses,Casual,173.33,90.35,1,173.33,0.0,,Gift Card,STR009,West Michael,Northeast,93,
TXN006049,2021-12-31,SKU030,Stylish Fragrances Science,Beauty,Fragrances,Formal,186.49,135.5,6,1118.94,0.0,,Credit Card,STR008,Ramirezstad,South,22,
TXN006050,2020-07-23,SKU017,vintage sneakers knowledge,Footwear,Sneakers,Seasonal,180.59,111.93,2,361.18,13.13,PROMO003,Credit Card,STR007,Port Jesseville,Midwest,59,0452f779-50ff-4e64-aeda-ba8c6789e7d0
TXN006051,2023-12-11,SKU044,Bohemian Earrings Knowledge,Jewelry,Earrings,Formal,135.76,87.7,2,271.52,0.0,,UPI,STR014,East Lydiamouth,West,60,
TXN006052,2020-09-03,SKU036,Stylish Fragrances Fall,Beauty,Fragrances,Formal,,118.08,4,636.32,0.0,,Credit Card,STR003,Herrerafurt,South,74,
TXN006053,2021-07-24,SKU030,Stylish Fragrances Science,Beauty,Fragrances,Formal,186.49,135.5,5,951.14,0.0,,Credit Card,STR013,Lake Mark,Northeast,51,
TXN006054,2024-06-08,SKU048,Stylish Makeup Dinner,Beauty,Makeup,Seasonal,86.72,67.86,6,520.32,5.26,PROMO001,UPI,STR005,Lake Chad,West,80,
TXN006055,2020-07-09,SKU017,Vintage Sneakers Knowledge,Footwear,Sneakers,Seasonal,180.59,111.93,1,180.59,0.0,,Credit Card,STR003, Herrerafurt ,South,11,
TXN006056,2022-12-31,SKU009,Trendy Sneakers Since,Footwear,Sneakers,Casual,18.71,10.63,5,93.55,0.0,,Cash,STR008,Ramirezstad,South,28,
TXN006057,2021-12-21,SKU021,Trendy Makeup Discover,Beauty,Makeup,Seasonal,139.52,92.24,3,418.56,0.0,,UPI,STR005,Lake Chad,West,27,
TXN006058,09/13/2024,SKU001,Stylish Pants Purpose,Clothing,Pants,Formal,52.41,37.78,8,419.28,0.0,,UPI,STR014,East Lydiamouth,West,80,
TXN006059,2022-08-01,SKU036,Stylish Fragrances Fall,Beauty,Fragrances,Formal,159.08,118.08,10,1590.8,0.0,,Credit Card,STR001,North Noahstad,South,51,9e4c24dd-b864-447b-a434-47fb01829782
TXN006060,2024-01-03,SKU031,vintage belts offer,Accessories,Belts,Formal,199.08,138.35,4,796.32,0.0,,UPI,STR006,Port Keith,South,0,
TXN006061,2023-08-04,SKU038,Trendy Pants True,Clothing,Pants,Seasonal,21.52,15.46,3,64.56,0.0,,UPI,STR004,New Kellystad,Midwest,66,
TXN006062,2021-03-07,SKU047,Bohemian Makeup Clearly,Beauty,Makeup,Casual,25.22,14.02,16,403.52,0.0,,Credit Card,STR006,Port Keith,South,42,
TXN006063,2022-01-13,SKU003,Elegant Belts Ago,Accessories,Belts,Seasonal,116.64,83.37,6,699.84,1.74,PROMO004,Cash,STR007,,Midwest,43,
TXN006064,2023-07-23,SKU027,Elegant Boots Decide,Footwear,Boots,Casual,55.77,37.38,7,390.39,0.0,,UPI,STR003,Herrerafurt,South,23,
TXN006065,2024-08-02,SKU033,Stylish Pants Discussion,CLOTHING,Pants,Seasonal,121.8,61.16,5,609.0,0.0,,Credit Card,STR014,East Lydiamouth,West,45,95ea6825-bef6-459a-8186-a221103056b7
TXN006066,2024-09-28,SKU018,Luxurious Handbags Almost,Accessories,Handbags,Seasonal,27.27,14.02,6,163.62,0.0,,Cash,STR010,Jacquelineland,Northeast,50,
TXN006067,2021-05-14,SKU035,Luxurious Scarves Perform,Accessories,Scarves,Seasonal,50.7,27.36,5,253.5,,,Cash,STR005,Lake Chad,West,19,129538df-d926-4e41-b36d-01210ba6fe09
TXN006068,2023-06-17,SKU044,Bohemian Earrings Knowledge,Jewelry,Earrings,Formal,,87.7,9,1221.84,0.0,,Cash,STR013, Lake Mark ,Northeast,0,
TXN006069,2022-01-02,SKU039,Stylish Dresses According,Clothing,Dresses,Casual,111.89,60.65,10,1118.9,0.0,,UPI,STR004,New Kellystad,Midwest,0,
TXN006070,2020-11-07,SKU042,Luxurious Handbags Collection,Accessories,Handbags,Formal,101.46,77.05,1,101.46,19.09,PROMO003,UPI,STR015,Adamsborough,South,55,
TXN006071,2024-05-21,SKU038,Trendy Pants True,Clothing,Pants,Seasonal,21.52,15.46,7,150.64,0.0,,Credit Card,N/A,Ramirezstad,South,71,1b2bb2ec-80b9-4c30-ad94-898b5b923c67
TXN006072,2023-12-19,SKU027,Elegant Boots Decide,Footwear,Boots,Casual,55.77,37.38,1,55.77,0.0,,Credit Card,STR008,Ramirezstad,South,62,
TXN006073,2021-11-02,SKU045,Elegant Scarves Grow,Accessories,Scarves,Casual,120.04,79.55,7,840.28,13.32,PROMO005,Credit Card,STR014,East Lydiamouth,West,0,4d2551eb-af95-4e79-8971-bf514a32bb22
TXN006074,2020-07-04,SKU014,Chic Dresses Offer,Clothing,Dresses,Casual,,44.82,4,344.88,3.24,PROMO002,Credit Card,STR006,Port Keith,South,56,
TXN006075,2022-03-07,SKU028,Luxurious Dresses Sense,Clothing,Dresses,Seasonal,165.04,130.94,2,330.08,0.0,,UPI,STR010,Jacquelineland,Northeast,39,c3e90323-4811-46e9-9625-34ca9b47e639
TXN006076,2021-03-07,SKU041,Bohemian Makeup Sure,Beauty,Makeup,Casual,168.85,133.51,3,506.55,1.49,PROMO003,Gift Card,STR002,Cassandraton,West,97,
TXN006077,2021-01-04,SKU002,Vintage Makeup Brother,Beauty,Makeup,Seasonal,,8.47,6,96.24,0.0,,Credit Card,STR015,Adamsborough,South,95,
TXN006078,2024-05-13,SKU050,Chic Fragrances Great,Beauty,Fragrances,Seasonal,187.59,105.29,6,1125.54,0.0,,Credit Card,STR015,Adamsborough,South,0,
TXN006079,2023-05-05,SKU019,Classic Dresses All,Clothing,Dresses,Seasonal,160.5,100.58,6,963.0,0.0,,UPI,STR013,Lake Mark,Northeast,7,
TXN006080,2020-10-31,SKU036,stylish fragrances fall,Beauty,Fragrances,Formal,159.08,118.08,10,1590.8,0.0,,Gift Card,STR009,,Northeast,94,
TXN006081,2023-07-22,SKU036,Stylish Fragrances Fall,Beauty,Fragrances,Formal,159.08,118.08,7,1113.56,0.0,,Credit Card,STR012,South Noah,Northeast,13,65262474-61a4-41ff-b00b-8b43ed3b9d13
TXN006082,2023-07-19,SKU044,Bohemian Earrings Knowledge,Jewelry,Earrings,Formal,135.76,87.7,3,407.28,0.0,,Credit Card,STR006,Port Keith,South,26,795741bb-07e3-439a-a925-2745d2769c96
TXN006083,2020-12-23,SKU043,Elegant Dresses Save,Clothing,Dresses,Formal,197.21,114.3,1000,1380.47,5.1,PROMO001,Credit Card,STR004,New Kellystad,Midwest,30,
TXN006084,2020-02-06,SKU030,Stylish Fragrances Science,Beauty,Fragrances,Formal,186.49,135.5,5,932.45,0.0,,UPI,STR011,New Jessica,Midwest,0,
TXN006085,12/20/2024,SKU041,Bohemian Makeup Sure,Beauty,Makeup,Casual,168.85,133.51,3,506.55,0.0,,Credit Card,STR014,East Lydiamouth,West,57,
TXN006086,2021-04-09,SKU039,Stylish Dresses According,Clothing,Dresses,Casual,111.89,60.65,13,1454.57,0.0,,UPI,STR015,Adamsborough,South,0,22e9e527-3849-4ecc-8891-57fd2804d0ac
TXN006087,2022-01-26,SKU038,Trendy Pants True,Unknown,Pants,Seasonal,21.52,15.46,1000,199.95,7.18,PROMO003,Cash,STR002,Cassandraton,West,72,
TXN006088,2022-12-06,SKU019,Classic Dresses All,Clothing,Dresses,Seasonal,,100.58,2,321.0,0.0,,Credit Card,STR011,New Jessica,Midwest,1,
TXN006089,2024-10-26,SKU049,Minimalist Makzup Source,Beauty,Makeup,Seasonal,17.55,9.21,8,140.4,0.0,,Credit Card,STR015,Adamsborough,South,10,
TXN006090,2022-03-31,SKU040,Stylish Scarves Song,Accessories,Scarves,Formal,176.15,92.06,3,528.45,,,Gift Card,STR010,Jacquelineland,Northeast,81,
TXN006091,2020-03-10,SKU041,Bohemian Makeup Sure,Beauty,Makeup,Casual,168.85,133.51,9,1519.65,0.0,,Cash,STR002,Cassandraton,West,52,
TXN006092,2021-04-15,SKU001,Stylish Pants Purpose,Clothing,Pants,Formal,52.41,37.78,10,524.1,15.49,PROMO005,Cash,STR013,Lake Mark,Northeast,41,
TXN006093,2024-07-17,SKU037,Vintage Handbags Table,Accessories,Handbags,Casual,,48.2,9,695.88,0.0,,Credit Card,STR003,Herrerafurt,South,49,
TXN006094,2024-09-19,SKU030,Stylish Fragranczs Science,Beauty,Fragrances,Formal,186.49,135.5,6,1118.94,0.0,,Credit Card,STR005,Lake Chad,West,95,
TXN006095,2022-06-21,SKU036,Stylish Fragrances Fall,Beauty,Fragrances,Formal,159.08,118.08,4,636.32,0.0,,Cash,STR006,Port Keith,South,51,cc27f386-cbf9-45b5-a418-16b7bf2b43b4
TXN006096,2023-12-16,SKU008,Modern Necklaces Chair,Jewelry,Necklaces,Seasonal,167.59,114.89,9,1508.31,0.0,,UPI,STR002,Cassandraton,West,18,
TXN006097,2022-10-09,SKU008,Modern Necklaces Chair,Jewelry,Necklaces,Seasonal,167.59,114.89,5,837.95,0.0,,Cash,STR007,,Midwest,32,f5cb5be4-4b83-4570-8bb4-995ad976b2ba
TXN006098,2024-02-23,SKU014,Chic Dresses Offer,Clothing,Dresses,Casual,86.22,44.82,1,86.22,1.65,PROMO002,UPI,STR003,herrerafurt,South,72,
TXN006099,2023-11-21,SKU008,Modern Necklaces Chair,Jewelry,Necklaces,Seasonal,167.59,114.89,2,335.18,1.07,PROMO001,UPI,STR013,Lake Mark,Northeast,0,ad62d094-4c4d-4e40-a4e2-226ca250d133
TXN006100,2022-07-17,SKU020,Minimalist Tops Better,Clothing,Tops,Formal,199.26,131.26,9,1793.34,6.27,PROMO004,Credit Card,STR008,Ramirezstad,South,0,
TXN006101,2024-07-19,SKU018,Luxurious Handbags Almost,Accessories,Handbags,Seasonal,27.27,14.02,9,245.43,14.78,PROMO002,Credit Card,STR015,Adamsborough,South,69,cb863dea-f722-4fbe-aa06-f94be310ff72
TXN006102,2024-10-18,SKU050,Chic Fragrances Great,Beauty,Fragrances,Seasonal,187.59,105.29,9,1688.31,0.0,,UPI,STR008,Ramirezstad,South,0,5f857b21-a5df-4f85-bab5-03fbddfcd1d5
TXN006103,2022-11-25,SKU042,Luxurious Handbags Collection,Accessories,Handbags,Formal,101.46,77.05,5,507.3,0.0,,Credit Card,STR013,Lake Mark,Northeast,43,8db3c2c1-02da-4d76-b310-2525f5179e72
TXN006104,2023-10-18,SKU020,Minimalist Tops Better,Clothing,Tops,Formal,199.26,131.26,3,597.78,0.0,,UPI,STR011,New Jessica,Midwest,85,1f8c56e0-2431-43fd-8e19-0d07dff0b9bf
TXN006105,2022-04-10,SKU028,luxurious dresses sense,Clothing,Dresses,Seasonal,165.04,130.94,1,165.04,0.0,,UPI,STR010,Jacquelineland,Northeast,20,98be5ff0-929d-4f9f-8149-a2af0ab1a504
TXN006106,2024-03-23,SKU050,Chic Fragrances Great,Beauty,Fragrances,Seasonal,187.59,105.29,9,1688.31,0.0,,Gift Card,STR004,New Kellystad,Midwest,53,
TXN006107,2021-05-08,SKU014,Chic Dresses Offer,Clothing,Dresses,Casual,86.22,44.82,5,431.1,0.0,,Credit Card,STR014,East Lydiamouth,West,6,
TXN006108,2023-03-12,SKU042,Luxurious Handbags Collection,Accessories,Handbags,Formal,101.46,77.05,9,913.14,0.0,,Credit Card,STR001,North Noahstad,South,77,
TXN006109,2020-10-10,SKU036,Stylish Fragrances Fall,Beauty,Fragrances,Formal,159.08,118.08,3,477.24,0.0,,Credit Card,STR005,Lake Chad,West,85,
TXN006110,2024-01-09,SKU018,Luxurious Handbags Almost,Accessories,Handbags,Seasonal,,14.02,2,54.54,0.0,,UPI,STR010,Jacquelineland,Northeast,59,
TXN006111,2021-06-24,SKU019,Classic Dresses All,Clothing,Dresses,Seasonal,,100.58,6,963.0,0.0,,Credit Card,STR008,Ramirezstad,South,52,
TXN006112,2020-02-06,SKU049,Minimalist Makeup Source,Beauty,Makeup,Seasonal,17.55,9.21,9,157.95,0.0,,UPI,STR007,Port Jesseville,Midwest,67,f26d3dd3-8c2a-40b1-8982-cbf864e289c0
TXN006113,2023-10-30,SKU002,Vintage Makeup Brother,Beauty,Makeup,Seasonal,16.04,8.47,3,48.12,0.0,,Credit Card,STR001,North Noahstad,South,62,
TXN006114,2023-02-05,SKU009,Trendy Sneakers Since,Footwear,Sneakers,Casual,18.71,10.63,6,112.26,0.0,,Credit Card,STR011,New Jessica,Midwest,20,bf905d6a-35c6-46b5-8e00-3d5515cadfaf
TXN006115,2020-12-14,SKU008,Modern Necklaces Chair,Jewelry,Necklaces,Seasonal,167.59,114.89,2,335.18,0.0,,Cash,STR003,Herrerafurt,South,41,
TXN006116,2024-08-04,SKU014,Chic Dresses Offer,Clothing,Dresses,Casual,86.22,44.82,3,258.66,0.0,,Cash,STR013,Lake Mark,Northeast,19,5806a961-b9d7-47a9-a74e-d0b3bdce635f
TXN006117,2021-06-14,SKU009,Trendy Sneakers Since,Footwear,Sneakers,Casual,18.71,10.63,7,130.97,0.0,,Credit Card,STR005,Lake Chad,West,83,
TXN006118,2021-06-04,SKU049,Minimalist Makeup Source,Beauty,Makeup,Seasonal,,9.21,10,175.5,0.0,,Gift Card,STR009,West Michael,Northeast,86,a55bc44f-e7d7-4d1d-a9a3-b9913634646c
TXN006119,2023-11-05,SKU013,Bohemian Earrings Wait,Jewelry,Earrings,Formal,51.73,30.9,5,258.65,0.0,,UPI,STR003,Herrerafurt,South,78,
TXN006120,2022-06-29,SKU006,Vintage Sandals Election,FOOTWEAR,Sandals,Casual,28.38,21.41,2,56.76,0.0,,Credit Card,STR001,,South,15,29344e15-2477-4047-8336-a758d9f93502
TXN006121,2021-04-09,SKU029,Luxurious Makeup Rate,Beauty,Makeup,Casual,189.9,104.36,6,1139.4,0.0,,UPI,STR015,Adamsborough,South,100,d5b211a9-9dec-4b83-b885-8f7e2f1a25a8
TXN006122,2023-09-17,SKU023,Modern Pants Mouth,Clothing,Pants,Seasonal,194.66,141.83,8,1557.28,9.57,PROMO001,UPI,STR014,East Lydiamouth,West,79,
TXN006123,2023-07-28,SKU040,Stylish Scarves Song,Accessories,Scarves,Formal,176.15,92.06,5,880.75,3.51,PROMO003,UPI,STR008,Ramirezstad,South,26,2e6d7a04-1d57-4734-b1bf-5cf640b3af7c
TXN006124,2022-10-03,SKU017,Vintage Sneakers Knowledge,Footwear,Sneakers,Seasonal,180.59,111.93,6,1083.54,0.0,,Credit Card,STR009,West Michael,Northeast,57,
TXN006125,2024-09-29,SKU015,Stylish Fragrances Begin,Beauty,Fragrances,Formal,134.53,83.23,1,134.53,0.0,,Cash,STR003,Herrerafurt,South,71,da2d2156-913a-4734-8cb6-8571abc53545
